img_path,dimensions
../data/train_images/fdd274c74c4e52e77e9b0b19e071d1a3_2.jpeg,"(2184, 232, 3)"
../data/train_images/55927b26739469edc159e258013c07c1_2.jpeg,"(2016, 320, 3)"
../data/train_images/139e1e89bca7897799f80da93adcd3c7_2.jpeg,"(760, 1104, 3)"
../data/train_images/339af1c837c6046bcf11ef8f6ee7a3c3_2.jpeg,"(344, 1496, 3)"
../data/train_images/0ec18b204bb91f36ae7367016df623ec_2.jpeg,"(344, 1728, 3)"
../data/train_images/4e043062905b6c64b1835bd9b22321ba_2.jpeg,"(1000, 200, 3)"
../data/train_images/6361e60acba5610963d88c4ea96bfc7b_2.jpeg,"(952, 416, 3)"
../data/train_images/1a12bfa2c136b75f8faa911f625b2ef9_2.jpeg,"(1696, 408, 3)"
../data/train_images/8690e050e07c2c2aa86f442125b3424f_2.jpeg,"(1232, 376, 3)"
../data/train_images/d2c92272a7d4464173a9488c6d0c41ed_2.jpeg,"(1976, 344, 3)"
../data/train_images/6d4e9ec6aafe17b5e3b2845905610c2a_2.jpeg,"(456, 240, 3)"
../data/train_images/6e229bc5d46c2bb07cb0ab6b64c30a48_2.jpeg,"(128, 352, 3)"
../data/train_images/f81f26aac99df0845173c6f8e21ab71e_2.jpeg,"(1192, 360, 3)"
../data/train_images/cf7f123c8b625d018cd97190a3fb3d51_2.jpeg,"(1192, 384, 3)"
../data/train_images/aad60997596c9d820acb6cb4b39a32ca_2.jpeg,"(1392, 336, 3)"
../data/train_images/b2b7e5ce81c5b70949de31185ee8a126_2.jpeg,"(968, 440, 3)"
../data/train_images/09a0147a0d752216ce2c77c828bfc14b_2.jpeg,"(2376, 256, 3)"
../data/train_images/9bf048c56ab608b3020c7dd1a8120a73_2.jpeg,"(976, 720, 3)"
../data/train_images/eaeb7f15cb0618d6091ef52e685ec284_2.jpeg,"(376, 2216, 3)"
../data/train_images/9a6168de2cb3b67a0473fa5a5f0d9115_2.jpeg,"(880, 784, 3)"
../data/train_images/5d1e5074e39a21c5b0d4abd03157b0f1_2.jpeg,"(1048, 1440, 3)"
../data/train_images/77edc8db84f358e3c7ff787f907cb1f1_2.jpeg,"(2000, 536, 3)"
../data/train_images/9ffb9e9e7be39a7af216779a06a6302b_2.jpeg,"(144, 408, 3)"
../data/train_images/95e9c34837f160db3ba8e0eddc5c2e80_2.jpeg,"(1536, 224, 3)"
../data/train_images/91afb93637f5f86aacf904fcbe2bf5d9_2.jpeg,"(1512, 848, 3)"
../data/train_images/5c083ab21fc57c0954468ab46aa7fb16_2.jpeg,"(1600, 472, 3)"
../data/train_images/1d423b8701a1b47e4076ed303562ac9b_2.jpeg,"(1776, 888, 3)"
../data/train_images/287288c13cab7312a9ced8268cad03ef_2.jpeg,"(1632, 520, 3)"
../data/train_images/a4a6631cd1b0ff0b8df03675f8debad8_2.jpeg,"(1768, 992, 3)"
../data/train_images/464d35ac0644183c0891abde15a042c7_2.jpeg,"(296, 1552, 3)"
../data/train_images/dbea7c288aa2fe12ecb79d7138ad5896_2.jpeg,"(568, 1632, 3)"
../data/train_images/af41a64b57d2f3244cab6f912383a6c1_2.jpeg,"(2056, 304, 3)"
../data/train_images/673860524a7cafac29eac8977227c665_2.jpeg,"(1624, 1048, 3)"
../data/train_images/6b6e1ffee1c8a8182f3258ab8c846fa9_2.jpeg,"(1344, 568, 3)"
../data/train_images/a807e743ad2020d229347aede1882a8f_2.jpeg,"(1264, 408, 3)"
../data/train_images/c7bd85a7a10ef6226a9873afaf00d3a2_2.jpeg,"(856, 800, 3)"
../data/train_images/f64a4e01ea89ad9bc824c044bd57c1e7_2.jpeg,"(496, 1064, 3)"
../data/train_images/72e6fcfe23c7eec6a0474b9d86c2f506_2.jpeg,"(2056, 744, 3)"
../data/train_images/409e74b9a87ea9dda44a304a89eb4ef9_2.jpeg,"(1760, 1352, 3)"
../data/train_images/13f815f5a33a985e3c9a9f2b2e347e5b_2.jpeg,"(416, 1032, 3)"
../data/train_images/1dd805b0572515c3eac56564cddf181c_2.jpeg,"(1492, 712, 3)"
../data/train_images/c2cbc885637a451cb0218a599e1169c1_2.jpeg,"(1320, 336, 3)"
../data/train_images/5b78d822442ace9831e972143994d548_2.jpeg,"(1360, 584, 3)"
../data/train_images/7641921e308edd4de40ad5f83db43a04_2.jpeg,"(1544, 504, 3)"
../data/train_images/54ce318108d4c1b9a721ecf571400f1d_2.jpeg,"(176, 472, 3)"
../data/train_images/8af21cee20c50ca357ddc9e145584c15_2.jpeg,"(1616, 264, 3)"
../data/train_images/451b173c2c31ffe1cdd3528da102b3f7_2.jpeg,"(1504, 1056, 3)"
../data/train_images/0787fbe4ab90ed76a34fb40a48a777ef_2.jpeg,"(1432, 640, 3)"
../data/train_images/f46cfdd52edc05b57287b9b2bfbc058d_2.jpeg,"(320, 720, 3)"
../data/train_images/89cae81d189efb98d4adc9806c50f8fd_2.jpeg,"(1728, 496, 3)"
../data/train_images/fbed3981222546871069cdc71f07c996_2.jpeg,"(160, 712, 3)"
../data/train_images/00412139e6b04d1e1cee8421f38f6e90_2.jpeg,"(1144, 408, 3)"
../data/train_images/56019667ff344d5bd98e7fbcbc6396bb_2.jpeg,"(1440, 464, 3)"
../data/train_images/012f41e5276e881af134c1ae218455cf_2.jpeg,"(1344, 1328, 3)"
../data/train_images/a96bea30c0bb515012eaae00385a0489_2.jpeg,"(1520, 536, 3)"
../data/train_images/26868ac74c4ed809efbae61c6ba15726_2.jpeg,"(1544, 304, 3)"
../data/train_images/f6e5e4bc75b97fe233285449b0e1fb59_2.jpeg,"(1256, 920, 3)"
../data/train_images/ab057a99ebf485362a78685f68ebb79a_2.jpeg,"(1384, 304, 3)"
../data/train_images/c086762038676658afbb3e39432c049a_2.jpeg,"(2048, 488, 3)"
../data/train_images/fa94f78d603d5ce74685dac244be904a_2.jpeg,"(1568, 448, 3)"
../data/train_images/10d6b8614b2c6daa7335f6de0492b049_2.jpeg,"(1488, 448, 3)"
../data/train_images/2dfc3c0d45043aa9d7aee9560f487a43_2.jpeg,"(1320, 336, 3)"
../data/train_images/f07854a61eb5e86065f13e7e0c1456b9_2.jpeg,"(1896, 352, 3)"
../data/train_images/efc999f01b27bc25d9a75a5583dbd938_2.jpeg,"(1600, 360, 3)"
../data/train_images/173b9c70742ca8ab4fd17e0e6ac82323_2.jpeg,"(2032, 160, 3)"
../data/train_images/2b2866cb48fb18fa8dadd200798c5feb_2.jpeg,"(1192, 392, 3)"
../data/train_images/51b79eb617718f11e64587422e6877b0_2.jpeg,"(576, 672, 3)"
../data/train_images/0bb772b06c9e3cd1914e31b509556ebf_2.jpeg,"(520, 1752, 3)"
../data/train_images/fd8f72156916289ccbcce7ad19b2ee69_2.jpeg,"(904, 2000, 3)"
../data/train_images/ee690e4e9eb2bc1b23acaa64ecfedb3e_2.jpeg,"(1456, 424, 3)"
../data/train_images/90f40766a31a51bef3e27e361a65fbd4_2.jpeg,"(264, 904, 3)"
../data/train_images/00e6511435645e50673991768a713c66_2.jpeg,"(1432, 1352, 3)"
../data/train_images/fa3d7248f7b7e1f10eca31601e81623f_2.jpeg,"(1280, 312, 3)"
../data/train_images/e36919a1456e6464c4163f905accb5e1_2.jpeg,"(1912, 472, 3)"
../data/train_images/738dc44527924dc7229e284254e76362_2.jpeg,"(1512, 408, 3)"
../data/train_images/267ba1e851e2ef1c9e6714ad50d09bb7_2.jpeg,"(1648, 728, 3)"
../data/train_images/6944574816971eda40c20e1e05ad501d_2.jpeg,"(1328, 352, 3)"
../data/train_images/31e82faf725d625e322f58692dd90ac1_2.jpeg,"(1160, 224, 3)"
../data/train_images/6e2c6287cfda6f586d6753109ab474be_2.jpeg,"(1544, 232, 3)"
../data/train_images/59c75ad5b178f5f2860deef480d6837b_2.jpeg,"(944, 176, 3)"
../data/train_images/aaba5d62daec22bedfc287ec9457f200_2.jpeg,"(1696, 248, 3)"
../data/train_images/3acfefa2f174d9f3f555cae12f5394ee_2.jpeg,"(1520, 600, 3)"
../data/train_images/60f316434ad13b545269024f949698cc_2.jpeg,"(824, 568, 3)"
../data/train_images/da610fb22e9ba742ebb7a9117b2f24cc_2.jpeg,"(2000, 656, 3)"
../data/train_images/9f7e34c8bd9a13d563a5a1a7a0f78b24_2.jpeg,"(240, 1080, 3)"
../data/train_images/61f60c51646f693dea9c21722c075201_2.jpeg,"(1168, 368, 3)"
../data/train_images/b4a11816441242128acc772adf40d612_2.jpeg,"(304, 1064, 3)"
../data/train_images/0e1d010df72414d8873b594afd64a34b_2.jpeg,"(2336, 904, 3)"
../data/train_images/810146d1299127c8a68efd9925fd1563_2.jpeg,"(736, 1824, 3)"
../data/train_images/98f117ebf741956ebed8366b4012f774_2.jpeg,"(704, 560, 3)"
../data/train_images/c61a17863f7acb86b028b67af888539a_2.jpeg,"(2088, 1624, 3)"
../data/train_images/ebd6034772ec8ea179c5a1802c6b886e_2.jpeg,"(1680, 864, 3)"
../data/train_images/9aa7af9abe0bb29823762cb8aac52db7_2.jpeg,"(1680, 848, 3)"
../data/train_images/21e9ed95b0e48b751b987794aa9cfd8d_2.jpeg,"(536, 152, 3)"
../data/train_images/cf1c7e7e632db44c5ca6de473da247e6_2.jpeg,"(208, 360, 3)"
../data/train_images/2ce127e7731155d1373bfbd0abdc368b_2.jpeg,"(616, 224, 3)"
../data/train_images/744b4c10245f313ef771961b66e0c2f5_2.jpeg,"(2016, 672, 3)"
../data/train_images/f99bb1daf05cc696e2e8af6898c89069_2.jpeg,"(1208, 416, 3)"
../data/train_images/40f53e192b5ef10af5d9f176cb1705bc_2.jpeg,"(232, 640, 3)"
../data/train_images/7d2a0df515a32073ad405ace2d88a555_2.jpeg,"(1864, 472, 3)"
../data/train_images/0fee48bfc0a56f57a07134f30f54ca49_2.jpeg,"(1736, 504, 3)"
../data/train_images/ebb6a080d72e09f6481721ef9f88c472_2.jpeg,"(1464, 392, 3)"
../data/train_images/6b512a45bd8ca759e655c2d551dec2d9_2.jpeg,"(888, 792, 3)"
../data/train_images/3fc7575b9b8a667c684a278415868b4a_2.jpeg,"(1768, 776, 3)"
../data/train_images/faa2baaa5df5c81c1de248ad7dd11645_2.jpeg,"(1528, 312, 3)"
../data/train_images/7c03cedfde9bdd397d67c010fe7e61e2_2.jpeg,"(200, 152, 3)"
../data/train_images/917bea3ff0173996f94b1adca79213e0_2.jpeg,"(1760, 528, 3)"
../data/train_images/ad990202d6e12f56b9f354b707eab35b_2.jpeg,"(840, 1248, 3)"
../data/train_images/7b5c303bc727db87d76486bc15084adf_2.jpeg,"(620, 1192, 3)"
../data/train_images/479e2541da741a1bad39571b15c96a18_2.jpeg,"(1040, 1048, 3)"
../data/train_images/a6f080dbb9bf42ed3e8510972595c71c_2.jpeg,"(1736, 408, 3)"
../data/train_images/71f3ff8361e8d200a0b497ec2cdc2097_2.jpeg,"(408, 719, 3)"
../data/train_images/4e978306ab3277fb0a1d62b802eb1054_2.jpeg,"(1200, 248, 3)"
../data/train_images/84135442a04a1324138d1df78ed185d3_2.jpeg,"(1256, 352, 3)"
../data/train_images/77a4c2c4f65015fe548e5c07db9e805d_2.jpeg,"(1304, 504, 3)"
../data/train_images/b790c95b8efb85a4e600533cf0444937_2.jpeg,"(1000, 600, 3)"
../data/train_images/f4cc3f49c4bd4fdc3422ed1b8c5c7676_2.jpeg,"(1520, 272, 3)"
../data/train_images/5cfbe62b74360ce891593fba8a876025_2.jpeg,"(1320, 608, 3)"
../data/train_images/1237190a840ad3929f3c8568be55df9e_2.jpeg,"(744, 424, 3)"
../data/train_images/a1867f63370ccdb636e2ec006b5f0a6a_2.jpeg,"(1384, 648, 3)"
../data/train_images/363cd7b84bf86e6c8cd7073897b97232_2.jpeg,"(856, 944, 3)"
../data/train_images/faa8152ba98c87d018ea66bb75d381b3_2.jpeg,"(1712, 568, 3)"
../data/train_images/fe1f503420d2d5c4a723ef6c2e7efb1d_2.jpeg,"(1640, 384, 3)"
../data/train_images/515c5c3ca6c92cd2a972b7a5d73c6ec6_2.jpeg,"(1528, 608, 3)"
../data/train_images/d8887d39c2b13ab34daf2806ab3c8a5d_2.jpeg,"(1464, 1208, 3)"
../data/train_images/459154b1334d073cfef8af95362a7051_2.jpeg,"(1160, 368, 3)"
../data/train_images/ee0a0e6973db6eff6dbd31ad6dc2beec_2.jpeg,"(1584, 472, 3)"
../data/train_images/470fe78b3e1c56bc1117d440c92b8c8f_2.jpeg,"(544, 632, 3)"
../data/train_images/87fab5372e284fdfb9c1e7cd659f7779_2.jpeg,"(1656, 632, 3)"
../data/train_images/69a68245b813fb5a105dff02d32c6143_2.jpeg,"(1056, 863, 3)"
../data/train_images/c74e766851d12e6c5775f1dacbe3843d_2.jpeg,"(496, 1312, 3)"
../data/train_images/e98b389d622e68214eb092efe5ba8345_2.jpeg,"(1880, 984, 3)"
../data/train_images/84b1bdc06545ca9128c924dbc0b87715_2.jpeg,"(1048, 1904, 3)"
../data/train_images/8ed8da75b8a46d9e025378993e4dc41e_2.jpeg,"(816, 1800, 3)"
../data/train_images/365966c438c314e225b1c81cccacb187_2.jpeg,"(1608, 328, 3)"
../data/train_images/a5fafb0a3acf7f9e59d4a2549935798a_2.jpeg,"(1632, 320, 3)"
../data/train_images/3ec8cdd4bcb971eea9c54d7dd1a49e1c_2.jpeg,"(432, 888, 3)"
../data/train_images/4274afab5a0dfcdb8296d351150a754a_2.jpeg,"(424, 1760, 3)"
../data/train_images/a2fb69954b14fe15857b0f54515fc745_2.jpeg,"(1600, 384, 3)"
../data/train_images/4a2a3bb75dc38efd9525cf96c379feb6_2.jpeg,"(2072, 432, 3)"
../data/train_images/79c1bcc4eda4d24d26faa9154123774e_2.jpeg,"(1344, 648, 3)"
../data/train_images/1496bd10b5eb474af7b764aed67309ba_2.jpeg,"(1720, 424, 3)"
../data/train_images/f8cd181f4ae83348785d9c9dcb43162d_2.jpeg,"(2000, 416, 3)"
../data/train_images/30714dc10ad30cb8cda2ed487ebd4934_2.jpeg,"(1152, 232, 3)"
../data/train_images/bd70c30d44284585a6de70e61813fa4b_2.jpeg,"(1448, 528, 3)"
../data/train_images/ef719b75e69aa49c7c5f11995f4a5c87_2.jpeg,"(928, 656, 3)"
../data/train_images/fda9a587d6bbfa5ceabe1840b2ae6337_2.jpeg,"(1656, 1952, 3)"
../data/train_images/719a8909e15987594a62462fe4fa60e9_2.jpeg,"(1080, 328, 3)"
../data/train_images/c5f69f20e4c9bd6dae83222afba587e8_2.jpeg,"(1144, 840, 3)"
../data/train_images/dd5503638e23ae79eb3b091ca2b8d4e9_2.jpeg,"(1248, 248, 3)"
../data/train_images/a62919a6ef21aba9bbf14e725f882b8e_2.jpeg,"(192, 1064, 3)"
../data/train_images/f70c37deb169c2ce0ef9b35a45d9324c_2.jpeg,"(1416, 904, 3)"
../data/train_images/77087895140c470801c962615845e36a_2.jpeg,"(856, 512, 3)"
../data/train_images/514f766f399e03368682786c5d23f3e8_2.jpeg,"(1696, 680, 3)"
../data/train_images/49db2dc6d2b8ec83e08ecb69182012e1_2.jpeg,"(856, 400, 3)"
../data/train_images/4e5805c117559a84553665683578f1be_2.jpeg,"(1392, 552, 3)"
../data/train_images/b6dbb1d1ef20d9d91326e8d9c9493c31_2.jpeg,"(1640, 1824, 3)"
../data/train_images/d0d12e2cd5f7f1e626ada65eb1e418f1_2.jpeg,"(1368, 864, 3)"
../data/train_images/f9070015868c64308d1d00fa0f622fc8_2.jpeg,"(1496, 304, 3)"
../data/train_images/1e1f00a9410f29e4d4c9920530d883c0_2.jpeg,"(1584, 384, 3)"
../data/train_images/bd7b8c7051dabffb30d7ce3f66ee2448_2.jpeg,"(1176, 648, 3)"
../data/train_images/166436a31a2cc621e93e3e530518d611_2.jpeg,"(1760, 528, 3)"
../data/train_images/ef90c7ae4c721fac2c3052f8e7769627_2.jpeg,"(1504, 752, 3)"
../data/train_images/a807e60ff7d13f837e27c6fb39eb6986_2.jpeg,"(1552, 1240, 3)"
../data/train_images/0704a3d9638d1657d8b36968ce2b92f8_2.jpeg,"(1112, 328, 3)"
../data/train_images/14b6e5e738edba8fb2a18cb95dc9af6a_2.jpeg,"(2000, 504, 3)"
../data/train_images/975e3dab22e437d040f2fd296a8d038f_2.jpeg,"(1376, 624, 3)"
../data/train_images/ed572cbfb5afc2e989918b03c70734af_2.jpeg,"(1992, 312, 3)"
../data/train_images/9dbc64b9e7a18cfdd825ea44219b8330_2.jpeg,"(1488, 360, 3)"
../data/train_images/87f54ef4d144fdbcc7a97541396e3a9b_2.jpeg,"(600, 1960, 3)"
../data/train_images/3b9c3ae2d2f1abe1498d4c746769aaa0_2.jpeg,"(1816, 744, 3)"
../data/train_images/3dedb469b5184d4d8920dd9b6af01139_2.jpeg,"(280, 693, 3)"
../data/train_images/0e4e894993e03ea910ecfb8bcdbc4baf_2.jpeg,"(1736, 280, 3)"
../data/train_images/14d4d7374400dc55ce7cc8d184c9a4c7_2.jpeg,"(1344, 280, 3)"
../data/train_images/7d3af9f4ccc93603028c8bcacf2d4dff_2.jpeg,"(1312, 264, 3)"
../data/train_images/65ac6785f8184368e0a4a2e031b048d4_2.jpeg,"(1360, 808, 3)"
../data/train_images/318f7ac852fb7911436ad2d6aa48dea9_2.jpeg,"(1496, 440, 3)"
../data/train_images/ab969bb57aa412236a7cd33f64114030_2.jpeg,"(360, 928, 3)"
../data/train_images/bb0b3a11aafb0768b230a8861d870fd4_2.jpeg,"(1736, 336, 3)"
../data/train_images/018eabc8f4503ab89d0725b430e4808f_2.jpeg,"(1064, 512, 3)"
../data/train_images/ac32ff7089312633858bcd96747b4046_2.jpeg,"(1848, 504, 3)"
../data/train_images/45f89ece67e208657282b2dd46190aa1_2.jpeg,"(928, 1008, 3)"
../data/train_images/6f75edad6dfc45ab8a79af4e5168a439_2.jpeg,"(1704, 544, 3)"
../data/train_images/9be6b9a4057903ccf884e75c8f430c7f_2.jpeg,"(1432, 200, 3)"
../data/train_images/fc07f0ce6d2cdff9d65591e94fc2130e_2.jpeg,"(784, 816, 3)"
../data/train_images/12a318e597b0a4ac2c1cde0584e39206_2.jpeg,"(136, 656, 3)"
../data/train_images/8f8d20fc6e9b6aa3b145e359e104eac4_2.jpeg,"(1640, 592, 3)"
../data/train_images/037504061b9fba71ef6e24c48c6df44d_2.jpeg,"(1528, 584, 3)"
../data/train_images/fa1a79a5248bf5f5742fb14dabc070c6_2.jpeg,"(904, 240, 3)"
../data/train_images/dc2d99579fbc26a3f92ed835cc944f6d_2.jpeg,"(1368, 288, 3)"
../data/train_images/bf7d0ac2494f0521ba444a5de2ab587f_2.jpeg,"(464, 1744, 3)"
../data/train_images/e977901dfe6c8ff87e5bcf5c513250ac_2.jpeg,"(1800, 320, 3)"
../data/train_images/6999be089c587ca5e9397fbe7638af3a_2.jpeg,"(2064, 384, 3)"
../data/train_images/432757c5b256f8e55d71863b486c89ee_2.jpeg,"(2200, 1056, 3)"
../data/train_images/69170d42ade5329fe02df566a7447a99_2.jpeg,"(1472, 368, 3)"
../data/train_images/a82ab9e22ff10be0575503d3262a1a61_2.jpeg,"(1232, 264, 3)"
../data/train_images/c192a7c5a94aacbb3293267bf206bf5a_2.jpeg,"(1696, 512, 3)"
../data/train_images/4fe6ff5410a3de6abc9aa769198ed26f_2.jpeg,"(1808, 208, 3)"
../data/train_images/30d1afcfeaf59da8e4f527df77e92aa9_2.jpeg,"(1120, 312, 3)"
../data/train_images/c0a0956a39319920d02c5c4eb30c5e10_2.jpeg,"(712, 688, 3)"
../data/train_images/bde972923c4b9cee7d3e2a0661f21583_2.jpeg,"(600, 208, 3)"
../data/train_images/ba4f6a25420d095d6a28f15f721c4b5d_2.jpeg,"(896, 1288, 3)"
../data/train_images/66197db203b87630238f7199434cccba_2.jpeg,"(888, 256, 3)"
../data/train_images/422d0aeb811f23710ffe99ecc5233a77_2.jpeg,"(1168, 376, 3)"
../data/train_images/9140f25d89ce21afd290027d237a1c36_2.jpeg,"(816, 288, 3)"
../data/train_images/3e5fc2e7be262fb77362fb82e4850774_2.jpeg,"(1592, 416, 3)"
../data/train_images/28d634f91167158876095cfed86ec0d1_2.jpeg,"(488, 1152, 3)"
../data/train_images/80c676be159548673ff236d808209e33_2.jpeg,"(328, 1048, 3)"
../data/train_images/24303cf860c2a29fdc618efef5da00ba_2.jpeg,"(1744, 656, 3)"
../data/train_images/1febe89c017446eadebd0fce9a68b537_2.jpeg,"(1240, 272, 3)"
../data/train_images/8b48c767af9bb73efebdd338e8f07891_2.jpeg,"(896, 536, 3)"
../data/train_images/ccc4df654e215484bcaedf26dd508c5a_2.jpeg,"(496, 216, 3)"
../data/train_images/f2f9aa01d545ac770dce5e61e6d756d4_2.jpeg,"(712, 240, 3)"
../data/train_images/e6c2b43503bee624d35122991a011007_2.jpeg,"(784, 288, 3)"
../data/train_images/d9ad3f3ed67f14c9c9b35a5c4e85400b_2.jpeg,"(1472, 1056, 3)"
../data/train_images/1e644a98460e4f7ea50717720a001efd_2.jpeg,"(664, 992, 3)"
../data/train_images/2ff7164620f1d249f39598329ff7690c_2.jpeg,"(1200, 1080, 3)"
../data/train_images/f539f2dcee1a03c730a2a5a9e2298fb7_2.jpeg,"(1584, 776, 3)"
../data/train_images/832fc8dde9814d7ecf3d16ea3c3ed5a7_2.jpeg,"(1184, 760, 3)"
../data/train_images/e8d2f499e64b8d562838572bee7ea53f_2.jpeg,"(1168, 576, 3)"
../data/train_images/e5c785ab6b40b1dd870851b35385676f_2.jpeg,"(888, 1319, 3)"
../data/train_images/562fcf2bfefeabc1ab87b205fbb7e2cb_2.jpeg,"(896, 1184, 3)"
../data/train_images/60d32cd009e0175fe8607166861cd430_2.jpeg,"(1512, 696, 3)"
../data/train_images/ae9c53b32653368de19c3433eb91b6d9_2.jpeg,"(1728, 344, 3)"
../data/train_images/2a709812f21cab8f45ccc91371b7dc5f_2.jpeg,"(296, 2048, 3)"
../data/train_images/82f05aada3c46211732c067b8a63a6cc_2.jpeg,"(1184, 376, 3)"
../data/train_images/d09073da9721209068a47d2b842c63a9_2.jpeg,"(392, 840, 3)"
../data/train_images/dd26b0dd91cb20493617a9b82ab9d8fd_2.jpeg,"(1888, 224, 3)"
../data/train_images/2f4b34b8dbe73484255823c89c9c44aa_2.jpeg,"(848, 1456, 3)"
../data/train_images/2c66a2cdbbfc4bd3b96f1039ad3fa630_2.jpeg,"(1648, 360, 3)"
../data/train_images/2f307cc31799996529e44c0bcc87b9dd_2.jpeg,"(1776, 448, 3)"
../data/train_images/65cdcb805fec2c1a88caa6bed1cae86b_2.jpeg,"(1104, 384, 3)"
../data/train_images/878be7ee5bdda3b29e2417f6dc93af64_2.jpeg,"(800, 368, 3)"
../data/train_images/a9dc6f6175a76e18031ad38fc9c08026_2.jpeg,"(1976, 448, 3)"
../data/train_images/9403cc77efc7d9414204d12e31dadac1_2.jpeg,"(1560, 512, 3)"
../data/train_images/4fce030094773bdf132fd81c5febce40_2.jpeg,"(528, 1744, 3)"
../data/train_images/363858c33e69731d7916333c5019668e_2.jpeg,"(1160, 392, 3)"
../data/train_images/5754cf219e01bd9b8bae58fcdbfa9ce9_2.jpeg,"(1024, 1000, 3)"
../data/train_images/37bcf02187f518f188dc8d97038f3e84_2.jpeg,"(1088, 776, 3)"
../data/train_images/6bcc8593ad6683f8edf4a39cffebc426_2.jpeg,"(1472, 672, 3)"
../data/train_images/897ba1f3a78695935baabe54f649e95c_2.jpeg,"(440, 512, 3)"
../data/train_images/afc06705359dffc9ef87a66939bf7c04_2.jpeg,"(1072, 176, 3)"
../data/train_images/d1870bceedacbf78037200cae693a8ad_2.jpeg,"(1624, 632, 3)"
../data/train_images/226b94e61f78ecb7be9f4301771ab7c6_2.jpeg,"(1680, 720, 3)"
../data/train_images/e7043a7f067f15e7a833df1f0e9c7a7a_2.jpeg,"(224, 680, 3)"
../data/train_images/147c2ba0e69a12aef763162255c73e90_2.jpeg,"(2048, 624, 3)"
../data/train_images/114db3f43c4ac596ba4e0da70b7afc90_2.jpeg,"(2016, 1184, 3)"
../data/train_images/abfa36e4517733d5fe37f639328a736c_2.jpeg,"(1272, 1152, 3)"
../data/train_images/a04e7045f6c84f25498e256ebff77ac2_2.jpeg,"(920, 232, 3)"
../data/train_images/5826d28019321eb4a202a2733fb039ed_2.jpeg,"(1760, 624, 3)"
../data/train_images/c8ea4dc8fe6c8348dcc4db4d01c0c84a_2.jpeg,"(2048, 447, 3)"
../data/train_images/5a1e02d983668583f95b2220fc7dc71d_2.jpeg,"(1400, 3504, 3)"
../data/train_images/5f554a63b2a187b75a1764282fbf10b6_2.jpeg,"(1016, 600, 3)"
../data/train_images/13181ac5a364d28673e6bbe718133c71_2.jpeg,"(1280, 496, 3)"
../data/train_images/f9c41c926032f8ec5db4c05b86dd2749_2.jpeg,"(2032, 408, 3)"
../data/train_images/9e0f4a948ca41284a9bfd7eedaa7aad3_2.jpeg,"(1760, 280, 3)"
../data/train_images/aba52f1d32ab593c075801a10a98938b_2.jpeg,"(1040, 680, 3)"
../data/train_images/4df50e072ddab1882a4795b15f3a7124_2.jpeg,"(1480, 272, 3)"
../data/train_images/4567ef540fb74d70047dbd2010e13c1c_2.jpeg,"(1208, 768, 3)"
../data/train_images/3bb8426f5536b507843d3c99ab0a5e8e_2.jpeg,"(1544, 360, 3)"
../data/train_images/6392947d42a28861f68363b1f2e536e5_2.jpeg,"(776, 1288, 3)"
../data/train_images/62a976bdc21bd2c8a34de5ec3d192857_2.jpeg,"(264, 176, 3)"
../data/train_images/84def2e319d3289cb0bda6a3d252ec55_2.jpeg,"(1936, 200, 3)"
../data/train_images/99a799d89d57d1dd0b40728a6b7796ee_2.jpeg,"(1072, 656, 3)"
../data/train_images/05f4e9415af9fdabc19109c980daf5ad_2.jpeg,"(408, 1824, 3)"
../data/train_images/f327a26eac60aff04d28d21df275b52e_2.jpeg,"(2176, 288, 3)"
../data/train_images/a1bd9874f482d6624b437a5c38f4c55a_2.jpeg,"(1064, 1136, 3)"
../data/train_images/3ee71993acdc2ab83790ea25fafe319d_2.jpeg,"(576, 544, 3)"
../data/train_images/83ee1d7bf049b78faa15a62c1c6659c9_2.jpeg,"(1456, 1160, 3)"
../data/train_images/ef53146fcc9c40a0f9a55897f507c38d_2.jpeg,"(904, 912, 3)"
../data/train_images/5aa7cc54ea328d8b61385a4cd2ff2352_2.jpeg,"(1536, 567, 3)"
../data/train_images/cc1ff189efdd483f831fb118780026ec_2.jpeg,"(1256, 360, 3)"
../data/train_images/63e71c21ffc027a4b9f256840072e28f_2.jpeg,"(1240, 600, 3)"
../data/train_images/2c98f05bcfa52796fbb66a10f15ad826_2.jpeg,"(1112, 192, 3)"
../data/train_images/ea69da9e735f38910b59e3f303d17892_2.jpeg,"(1312, 296, 3)"
../data/train_images/1443a8d2509ecfda39e42fe18ce2d864_2.jpeg,"(1552, 280, 3)"
../data/train_images/2e1b1f41e613f0592627547bf4b49cb2_2.jpeg,"(480, 1000, 3)"
../data/train_images/402fa51bb615b1a88200c65ce22c76fe_2.jpeg,"(664, 1368, 3)"
../data/train_images/d27cfb2b30e4b435f0d0e38997050988_2.jpeg,"(1792, 656, 3)"
../data/train_images/beaab4a58c9ad2c7ee76e96bbcfeca1e_2.jpeg,"(1216, 592, 3)"
../data/train_images/29fe9e445bbf0c9d84aec6799cbba4a5_2.jpeg,"(472, 136, 3)"
../data/train_images/8aaec063e9ddc9511008aaa0ae48d0ce_2.jpeg,"(1280, 848, 3)"
../data/train_images/4f8f6e4d549092291a273343351be5ba_2.jpeg,"(2160, 1008, 3)"
../data/train_images/23a5352a05eb718d38fc0e2e8e22e9b5_2.jpeg,"(1232, 544, 3)"
../data/train_images/51aa1de7c4bbf08d3dacf37183832cbe_2.jpeg,"(848, 208, 3)"
